datetime_UTC,is_event,price_NOK_per_kWh,demand_kWh,wholesale_EUR_per_MWh,wholesale_NOK_per_kWh,entso_load_MW
2021-02-22T01:00:00Z,0,0.0,0.0,38.19,0.3934,4463.14
2021-02-22T02:00:00Z,0,0.0,0.0,36.99,0.381,4359.75
2021-02-22T03:00:00Z,0,0.0,0.0,36.86,0.3797,4406.32
2021-02-22T04:00:00Z,0,0.0,0.0,37.22,0.3834,4421.03
2021-02-22T05:00:00Z,0,0.0,0.0,39.29,0.4047,4650.61
2021-02-22T06:00:00Z,0,0.0,0.0,45.58,0.4695,5173.9
2021-02-22T07:00:00Z,0,0.0,0.0,46.46,0.4785,5640.22
2021-02-22T08:00:00Z,1,21.6082,257.135,46.77,0.4817,5854.39
2021-02-22T09:00:00Z,1,21.5998,257.421,45.96,0.4734,5855.51
2021-02-22T10:00:00Z,0,0.0,0.0,44.98,0.4633,5815.06
2021-02-22T11:00:00Z,0,0.0,0.0,44.11,0.4543,5769.93
2021-02-22T12:00:00Z,1,21.5717,243.778,43.23,0.4453,5800.88
2021-02-22T13:00:00Z,1,21.5625,224.153,42.33,0.436,5717.71
2021-02-22T14:00:00Z,1,21.574,208.042,43.45,0.4475,5644.83
2021-02-22T15:00:00Z,0,0.0,0.0,44.51,0.4585,5697.18
2021-02-22T16:00:00Z,1,21.5944,232.769,45.43,0.4679,5754.93
2021-02-22T17:00:00Z,1,21.5944,223.706,45.43,0.4679,5715.75
2021-02-22T18:00:00Z,1,21.5888,230.366,44.89,0.4624,5744.67
2021-02-22T19:00:00Z,0,0.0,0.0,44.37,0.457,5650.64
2021-02-22T20:00:00Z,0,0.0,0.0,41.52,0.4277,5490.33
2021-02-22T21:00:00Z,0,0.0,0.0,41.01,0.4224,5283.11
2021-02-22T22:00:00Z,0,0.0,0.0,39.98,0.4118,4969.37
2021-02-22T23:00:00Z,0,0.0,0.0,37.56,0.3869,4720.18
2021-02-23T00:00:00Z,0,0.0,0.0,36.2,0.3729,4539.65
2021-02-23T01:00:00Z,0,0.0,0.0,35.33,0.3639,4407.11
2021-02-23T02:00:00Z,0,0.0,0.0,35.09,0.3614,4341.86
2021-02-23T03:00:00Z,0,0.0,0.0,36.14,0.3722,4369.41
2021-02-23T04:00:00Z,0,0.0,0.0,36.53,0.3763,4435.17
2021-02-23T05:00:00Z,0,0.0,0.0,37.93,0.3907,4579.71
2021-02-23T06:00:00Z,1,21.5363,120.026,39.79,0.4098,5136.11
2021-02-23T07:00:00Z,1,21.5578,199.320,41.88,0.4314,5603.41
2021-02-23T08:00:00Z,1,21.5684,227.272,42.91,0.442,5731.32
2021-02-23T09:00:00Z,1,21.5577,235.273,41.87,0.4313,5765.54
2021-02-23T10:00:00Z,1,21.5509,232.754,41.21,0.4245,5754.87
2021-02-23T11:00:00Z,1,21.5385,216.781,40.0,0.412,5684.91
2021-02-23T12:00:00Z,1,21.527,206.495,38.89,0.4006,5637.58
2021-02-23T13:00:00Z,1,21.5206,186.950,38.27,0.3942,5542.04
2021-02-23T14:00:00Z,1,21.5232,196.080,38.52,0.3968,5587.64
2021-02-23T15:00:00Z,1,21.5264,198.239,38.83,0.3999,5598.17
2021-02-23T16:00:00Z,1,21.5386,208.342,40.01,0.4121,5646.22
2021-02-23T17:00:00Z,1,21.5419,242.298,40.33,0.4154,5794.81
2021-02-23T18:00:00Z,1,21.5401,249.359,40.16,0.4136,5823.52
2021-02-23T19:00:00Z,1,21.5365,230.429,39.81,0.41,5744.94
2021-02-23T20:00:00Z,1,21.5352,188.385,39.68,0.4087,5549.32
2021-02-23T21:00:00Z,0,0.0,0.0,39.2,0.4038,5409.33
2021-02-23T22:00:00Z,0,0.0,0.0,37.79,0.3892,5129.61
2021-02-23T23:00:00Z,0,0.0,0.0,34.37,0.354,4863.61
2021-02-24T00:00:00Z,0,0.0,0.0,29.86,0.3076,4683.46
2021-02-24T01:00:00Z,0,0.0,0.0,26.81,0.2761,4545.71
2021-02-24T02:00:00Z,0,0.0,0.0,24.17,0.249,4443.69
2021-02-24T03:00:00Z,0,0.0,0.0,22.48,0.2315,4432.78
2021-02-24T04:00:00Z,0,0.0,0.0,25.23,0.2599,4486.59
2021-02-24T05:00:00Z,0,0.0,0.0,27.39,0.2821,4638.63
2021-02-24T06:00:00Z,0,0.0,0.0,31.81,0.3276,5048.86
2021-02-24T07:00:00Z,0,0.0,0.0,36.07,0.3715,5464.92
2021-02-24T08:00:00Z,1,21.5049,203.678,36.74,0.3784,5624.29
2021-02-24T09:00:00Z,1,21.4974,209.193,36.01,0.3709,5650.18
2021-02-24T10:00:00Z,0,0.0,0.0,35.68,0.3675,5683.66
2021-02-24T11:00:00Z,0,0.0,0.0,34.29,0.3532,5653.25
2021-02-24T12:00:00Z,1,21.4626,191.330,32.63,0.3361,5564.14
2021-02-24T13:00:00Z,1,21.4666,166.195,33.02,0.3401,5431.11
2021-02-24T14:00:00Z,1,21.475,172.056,33.84,0.3486,5463.54
2021-02-24T15:00:00Z,0,0.0,0.0,34.21,0.3524,5427.48
2021-02-24T16:00:00Z,0,0.0,0.0,35.54,0.3661,5554.99
2021-02-24T17:00:00Z,1,21.5129,198.831,37.52,0.3865,5601.04
2021-02-24T18:00:00Z,1,21.5092,200.367,37.16,0.3827,5608.46
2021-02-24T19:00:00Z,0,0.0,0.0,35.47,0.3653,5488.21
2021-02-24T20:00:00Z,0,0.0,0.0,33.44,0.3444,5402.40
2021-02-24T21:00:00Z,0,0.0,0.0,32.56,0.3354,5214.84
2021-02-24T22:00:00Z,0,0.0,0.0,30.09,0.3099,4972.90
2021-02-24T23:00:00Z,0,0.0,0.0,28.79,0.2965,4769.85
