ID,Participation_Experiment,Recruitment_organisation,Municipality,Region,Survey1_answered,Survey2_answered,Survey3_answered,Participation_Phase,Control_Price_Phase1,Control_Price_Phase2,Group_Phase1,Group_Phase2,Participation_status_Phase1,Participation_status_Phase2
Exp_1,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_2,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_3,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_4,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_5,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_6,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,No_information,No_information
Exp_7,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_8,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_9,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_10,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_11,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_12,Yes,Transmission system operator,Oslo,Oslo,Yes,No,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_13,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_14,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_15,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_16,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_17,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_18,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_19,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_20,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_21,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_22,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_23,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_24,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_25,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_26,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_27,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_28,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_29,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_30,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_31,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_32,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_33,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_34,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_35,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_36,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_37,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_38,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_39,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_40,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_41,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_42,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_43,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_44,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_45,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_46,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_47,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_48,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_49,Yes,Transmission system operator,Bærum,Oslo,Yes,No,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_50,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_51,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_52,Yes,Transmission system operator,Bergen,Bergen,No,No,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_53,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_54,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_55,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_56,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_57,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_58,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_59,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_60,Yes,Transmission system operator,Bærum,Oslo,Yes,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_61,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_62,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_63,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_64,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_65,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_66,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_67,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_68,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_69,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_70,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_71,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_72,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H1,H1,No_information,No_information
Exp_73,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_74,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_75,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_76,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_77,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_78,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_79,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_80,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_81,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_82,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_83,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,No_information,No_information
Exp_84,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_85,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_86,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_87,Yes,Transmission system operator,Oslo,Oslo,Yes,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_88,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_89,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_90,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_91,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_92,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_93,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_94,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_95,Yes,Transmission system operator,Oslo,Oslo,Yes,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_96,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_97,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_98,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_99,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_100,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_101,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_102,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_103,Yes,Transmission system operator,Oslo,Oslo,Yes,No,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_104,Yes,Transmission system operator,Oslo,Oslo,No,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_105,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_106,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_107,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_108,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_109,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_110,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_111,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_112,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H1,H1,No_information,No_information
Exp_113,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_114,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_115,Yes,Transmission system operator,Bærum,Oslo,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_116,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_117,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_118,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_119,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_120,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_121,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_122,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_123,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_124,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_125,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_126,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_127,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_128,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_129,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_130,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_131,Yes,Transmission system operator,Oslo,Oslo,Yes,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_132,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_133,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_134,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_135,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_136,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_137,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_138,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_139,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_140,Yes,Transmission system operator,Oslo,Oslo,Yes,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_141,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_142,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_143,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_144,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_145,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_146,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_147,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_148,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_149,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_150,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_151,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_152,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_153,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_154,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_155,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_156,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_157,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_158,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_159,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_160,Yes,Transmission system operator,Bærum,Oslo,No,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_161,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_162,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_163,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_164,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_165,Yes,Transmission system operator,Bærum,Oslo,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_166,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_167,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_168,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_169,Yes,Transmission system operator,Oslo,Oslo,Yes,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_170,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_171,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_172,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_173,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_174,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_175,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_176,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_177,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_178,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_179,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_180,Yes,Transmission system operator,Bærum,Oslo,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_181,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_182,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_183,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_184,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_185,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_186,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_187,Yes,Transmission system operator,Bærum,Oslo,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_188,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_189,Yes,Transmission system operator,Oslo,Oslo,No,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_190,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_191,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_192,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_193,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_194,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_195,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_196,Yes,Transmission system operator,Oslo,Oslo,No,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_197,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_198,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_199,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_200,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_201,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H1,H1,No_information,No_information
Exp_202,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_203,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_204,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_205,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_206,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_207,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_208,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,"NA",Phase_1,Price group,"NA",H1,"NA",OK,"NA"
Exp_209,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_210,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_211,Yes,Transmission system operator,Oslo,Oslo,Yes,No,No,Both,Price group,Price group,H1,H1,OK,No_information
Exp_212,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_213,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_214,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_215,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_216,Yes,Transmission system operator,Bergen,Bergen,Yes,No,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_217,Yes,Transmission system operator,Stavanger,Stavanger,Yes,Yes,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_218,Yes,Transmission system operator,Bergen,Bergen,Yes,Yes,No,Both,Price group,Price group,H1,H1,OK,OK
Exp_219,Yes,Transmission system operator,Stavanger,Stavanger,Yes,No,Yes,Both,Price group,Price group,H1,H1,OK,OK
Exp_220,Yes,Transmission system operator,Bærum,Oslo,Yes,Yes,Yes,Both,Price group,Price group,H2,H2,OK,OK
Exp_221,Yes,Transmission system operator,Oslo,Oslo,Yes,Yes,No,Both,Price group,Price group,H2,H2,OK,No_information
