ID,Participation_Experiment,Recruitment_organisation,Municipality,Region,Survey1_answered,Survey2_answered,Survey3_answered,Participation_Phase,Control_Price_Phase1,Control_Price_Phase2,Group_Phase1,Group_Phase2,Participation_status_Phase1,Participation_status_Phase2
Exp_947,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_948,No,Market research company,Bergen,Bergen,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_949,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_950,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_951,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_952,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_953,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_954,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_955,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_956,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_957,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_958,No,Market research company,Stavanger,Stavanger,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_959,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_960,No,Market research company,Bergen,Bergen,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_961,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_962,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_963,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_964,No,Market research company,Bergen,Bergen,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_965,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_966,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_967,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_968,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_969,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_970,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_971,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_972,No,Market research company,Bergen,Bergen,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_973,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_974,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_975,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_976,No,Market research company,Oslo,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_977,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_978,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_979,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_980,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_981,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_982,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_983,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_984,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_985,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_986,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_987,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_988,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_989,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_990,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_991,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_992,No,Market research company,Stavanger,Stavanger,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_993,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_994,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_995,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_996,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_997,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_998,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_999,No,Market research company,Bergen,Bergen,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1000,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1001,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1002,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1003,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1004,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1005,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1006,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1007,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1008,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1009,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1010,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1011,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1012,No,Market research company,Stavanger,Stavanger,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1013,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1014,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1015,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1016,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1017,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1018,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1019,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1020,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1021,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1022,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1023,No,Market research company,Stavanger,Stavanger,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1024,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1025,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1026,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1027,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1028,No,Market research company,Stavanger,Stavanger,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1029,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1030,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1031,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1032,No,Market research company,Stavanger,Stavanger,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1033,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1034,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1035,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1036,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1037,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1038,No,Market research company,Oslo,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1039,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1040,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1041,No,Market research company,Bergen,Bergen,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1042,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1043,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1044,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1045,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1046,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1047,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1048,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1049,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1050,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1051,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1052,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1053,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1054,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1055,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1056,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1057,No,Market research company,Bergen,Bergen,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1058,No,Market research company,Bergen,Bergen,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1059,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1060,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1061,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1062,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1063,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1064,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1065,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1066,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1067,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1068,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1069,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1070,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1071,No,Market research company,Bergen,Bergen,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1072,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1073,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1074,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1075,No,Market research company,Bergen,Bergen,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1076,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1077,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1078,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1079,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1080,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1081,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1082,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1083,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1084,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1085,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1086,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1087,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1088,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1089,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1090,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1091,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1092,No,Market research company,Oslo,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1093,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1094,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1095,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1096,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1097,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1098,No,Market research company,Oslo,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1099,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1100,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1101,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1102,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1103,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1104,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1105,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1106,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1107,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1108,No,Market research company,Oslo,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1109,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1110,No,Market research company,Bergen,Bergen,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1111,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1112,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1113,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1114,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1115,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1116,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1117,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1118,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1119,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1120,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1121,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1122,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1123,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1124,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1125,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1126,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1127,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1128,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1129,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1130,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1131,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1132,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1133,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1134,No,Market research company,Stavanger,Stavanger,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1135,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1136,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1137,No,Market research company,Bergen,Bergen,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1138,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1139,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1140,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1141,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1142,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1143,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1144,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1145,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1146,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1147,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1148,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1149,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1150,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1151,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1152,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1153,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1154,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1155,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1156,No,Market research company,Bærum,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1157,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1158,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1159,No,Market research company,Stavanger,Stavanger,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1160,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1161,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1162,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1163,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1164,No,Market research company,Bærum,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1165,No,Market research company,Bergen,Bergen,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1166,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1167,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1168,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1169,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1170,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1171,No,Market research company,Oslo,Oslo,Yes,Yes,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1172,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1173,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1174,No,Market research company,Bergen,Bergen,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
Exp_1175,No,Market research company,Oslo,Oslo,Yes,No,"NA",Phase_1,"NA","NA","NA","NA","NA","NA"
